661df25d-8663-4dd2-a9fb-12941e55efe6	fcbcb214-cd62-4453-af56-b4b49161a261	http://www.ncbi.nlm.nih.gov/nuccore/JN042326; http://www.ncbi.nlm.nih.gov/nuccore/JN042327; http://www.ncbi.nlm.nih.gov/nuccore/JN042415; http://www.ncbi.nlm.nih.gov/nuccore/JN042723; http://www.ncbi.nlm.nih.gov/nuccore/JN042724; http://www.ncbi.nlm.nih.gov/nuccore/JN042957; http://www.ncbi.nlm.nih.gov/nuccore/JN042958; http://www.ncbi.nlm.nih.gov/nuccore/JN043189; http://www.ncbi.nlm.nih.gov/nuccore/JN043190
1b5e679a-ced4-45f7-83c6-d81ba72b6ea6	fcbcb214-cd62-4453-af56-b4b49161a261	http://www.ncbi.nlm.nih.gov/nuccore/U65280
c6a0379d-6919-4624-a54f-0bf1c7e82318	fcbcb214-cd62-4453-af56-b4b49161a261	http://www.ncbi.nlm.nih.gov/nuccore/GQ175238
01eb3840-f246-49aa-93ca-71400df1a044	fcbcb214-cd62-4453-af56-b4b49161a261	http://www.ncbi.nlm.nih.gov/nuccore/U65270
ac37322c-276d-4fbc-80d8-680510a17d8c	fcbcb214-cd62-4453-af56-b4b49161a261	http://www.ncbi.nlm.nih.gov/nuccore/GQ175236
973a6dd1-ca7a-426e-bff3-ea6438fd2bbb	fcbcb214-cd62-4453-af56-b4b49161a261	http://www.ncbi.nlm.nih.gov/nuccore/U65282
2f963161-6cc9-4383-b164-c4e0e4d79052	fcbcb214-cd62-4453-af56-b4b49161a261	http://www.ncbi.nlm.nih.gov/nuccore/GQ175237
302ff430-2365-4043-8d05-6e3a13cded2f	fcbcb214-cd62-4453-af56-b4b49161a261	http://www.ncbi.nlm.nih.gov/nuccore/DQ663651; http://www.ncbi.nlm.nih.gov/nuccore/EU175987; http://www.ncbi.nlm.nih.gov/nuccore/EU175988; http://www.ncbi.nlm.nih.gov/nuccore/GU954388; http://www.ncbi.nlm.nih.gov/nuccore/GU954389
072f21d9-ea58-4535-881c-d4d915c008d7	fcbcb214-cd62-4453-af56-b4b49161a261	http://www.ncbi.nlm.nih.gov/nuccore/AY859470
be96569b-8b60-414a-9cf2-5ecead16df21	fcbcb214-cd62-4453-af56-b4b49161a261	http://www.ncbi.nlm.nih.gov/nuccore/U65264
ce81e1fc-d04e-467f-a453-82351588010c	fcbcb214-cd62-4453-af56-b4b49161a261	http://www.ncbi.nlm.nih.gov/nuccore/JN042328; http://www.ncbi.nlm.nih.gov/nuccore/JN042329; http://www.ncbi.nlm.nih.gov/nuccore/JN042461; http://www.ncbi.nlm.nih.gov/nuccore/JN042725; http://www.ncbi.nlm.nih.gov/nuccore/JN042726; http://www.ncbi.nlm.nih.gov/nuccore/JN042959; http://www.ncbi.nlm.nih.gov/nuccore/JN042960; http://www.ncbi.nlm.nih.gov/nuccore/JN043191; http://www.ncbi.nlm.nih.gov/nuccore/JN043192
e67639e1-4563-4bbc-bbd1-ca13fb9b422e	fcbcb214-cd62-4453-af56-b4b49161a261	http://www.ncbi.nlm.nih.gov/nuccore/U65268
a3648972-fa11-4a2c-99b9-32a4e8a39096	fcbcb214-cd62-4453-af56-b4b49161a261	http://www.ncbi.nlm.nih.gov/nuccore/GQ175241
e6c39ccd-209a-419c-bb6b-374e638fafd5	fcbcb214-cd62-4453-af56-b4b49161a261	http://www.ncbi.nlm.nih.gov/nuccore/DQ179688; http://www.ncbi.nlm.nih.gov/nuccore/DQ179738; http://www.ncbi.nlm.nih.gov/nuccore/DQ179788; http://www.ncbi.nlm.nih.gov/nuccore/DQ179838; http://www.ncbi.nlm.nih.gov/nuccore/DQ179888; http://www.ncbi.nlm.nih.gov/nuccore/DQ179938; http://www.ncbi.nlm.nih.gov/nuccore/DQ179988; http://www.ncbi.nlm.nih.gov/nuccore/DQ180038
c4986435-f5ed-458b-8680-8eae8a9c82a1	fcbcb214-cd62-4453-af56-b4b49161a261	http://www.ncbi.nlm.nih.gov/nuccore/GQ175233
5f118e52-348d-4921-af55-c9e131937633	0e2f3962-e905-48f2-a1c6-19d16e2bd5ba	http://www.ncbi.nlm.nih.gov/nuccore/AY598237
9895b88d-6869-4b10-9145-d58e55c23163	fcbcb214-cd62-4453-af56-b4b49161a261	http://www.ncbi.nlm.nih.gov/nuccore/GQ175231
b2cf27ef-b4c8-484e-8236-7773cc8f396a	0e2f3962-e905-48f2-a1c6-19d16e2bd5ba	http://www.ncbi.nlm.nih.gov/nuccore/AY598236
ff34aa95-2dd5-42de-9afb-0fbf5a115c53	fcbcb214-cd62-4453-af56-b4b49161a261	http://www.ncbi.nlm.nih.gov/nuccore/U65260
04e6ec3e-7ef0-4aff-9c8c-0b2c6c77b1e5	fcbcb214-cd62-4453-af56-b4b49161a261	http://www.ncbi.nlm.nih.gov/nuccore/U65272
b74ed160-315c-41db-9c05-5ecf79c905da	fcbcb214-cd62-4453-af56-b4b49161a261	http://www.ncbi.nlm.nih.gov/nuccore/JN042338; http://www.ncbi.nlm.nih.gov/nuccore/JN042339; http://www.ncbi.nlm.nih.gov/nuccore/JN042513; http://www.ncbi.nlm.nih.gov/nuccore/JN042735; http://www.ncbi.nlm.nih.gov/nuccore/JN042736; http://www.ncbi.nlm.nih.gov/nuccore/JN042969; http://www.ncbi.nlm.nih.gov/nuccore/JN042970; http://www.ncbi.nlm.nih.gov/nuccore/JN043201; http://www.ncbi.nlm.nih.gov/nuccore/JN043202
4babd29e-a014-4c9c-8265-356727b015ab	fcbcb214-cd62-4453-af56-b4b49161a261	http://www.ncbi.nlm.nih.gov/nuccore/GQ175234
6070a239-0c38-4ce3-a006-cf92034015d1	fcbcb214-cd62-4453-af56-b4b49161a261	http://www.ncbi.nlm.nih.gov/nuccore/EU259280; http://www.ncbi.nlm.nih.gov/nuccore/JN042514
235f8154-f4e4-40b5-b8d3-ffb4c670cce0	fcbcb214-cd62-4453-af56-b4b49161a261	http://www.ncbi.nlm.nih.gov/nuccore/U65248
